naturligvis , Naturally
feste , fixing
opptak , Recording
rektor , Rector
gjennomføring , implementation
realitet , reality
arbeider , worker
tann , tooth
flat , flat
tilsi , indicate
kopi , copy
begrunnelse , grounds
nasjon , nation
finansiere , finance
innflytelse , influence
pressemelding , press release
våt , wet
straks , immediately
menneskerettighet , Human Rights
hær , Army
dans , dance
sans , sense
måltid , Meal
kjempeflott , awesome
guide , Guide
gram , gram
innsats , effort
kose , enjoy
herifra , from here
blanding , mix
stryke , stroke
inni , inside
definitiv , definitive
justere , adjust
lytte , listen
søster , Sister
øst , east
prest , Priest
museum , museum
evaluering , evaluation
brus , soda
lidelse , disorder
tvers , across
tvert , On the
pc , pc
konkurrere , compete
uvanlig , unusual
vinner , wins
ordfører , Mayor
således , thus
null , null
lengde , length
orke , orc
info , info
landbruk , agriculture
elektrisk , electric
attraktiv , attractive
kjapp , quick
blogger , blogger
tentamen , mocking
integrere , integrate
takle , tackle
hals , throat
oppmerksom , note
markere , mark
vaske , wash
kriterium , criterion
tvile , doubt
kode , Code
tillatelse , permission
kvitte , get
operasjon , operation
flaske , bottle
nokså , rather
oppfylle , meet
sparke , Kick
fremmed , foreign
flyplass , Airport
amerikaner , American
nordover , north
arena , arena
leie , rent
brun , brown
fakultet , Faculty
brudd , fracture
ledning , cord
saklig , factual
kødde , fuck
kapital , capital
tonn , tons
sivil , civil
forferdelig , terrible
stamme , tribe
lykkelig , happy
late , lazy
bygging , construction
senter , center
operere , operate
irritere , annoy
sykle , cycling
fortid , Past
identitet , Identity
potensiell , potential
objektiv , Lens
barnefamilie , families with children
dikt , Poems
utbytte , dividend
melk , milk
ås , hill
falsk , false
århundre , century
konsentrere , concentrate
aha , aha
fattigdom , poverty
stopp , Stop
kanal , channel
muskel , muscle
venninne , Girlfriend
tilsynelatende , apparently
resultere , resulting
biologisk , biological
treer , trey
spansk , Spanish
moralsk , moral
sistnevnt , last mentioned
installere , install
stav , Stake
galleri , gallery
skrekkelig , terry
usikkerhet , uncertainty
observere , observe
organ , organ
forholdsvis , relatively
bånd , ties
drøy , over a
behøve , need
rådgiver , Advisor
gjeld , Debt
sukker , sugar
støy , noise
finansiering , financing
øse , Ladle
fase , phase
forme , shape
salt , salt
sjel , soul
revisor , Auditors
svikte , fail
laks , salmon
utforming , design
mild , mild
gjennomgå , undergo
formell , formal
rekord , record
kebab , kebab
smitte , infection
gjennomgang , review
forvaltning , management
kartlegge , mapping
gjennomsnittlig , average
systematisk , systematic
etnisk , ethnic
henvendelse , inquiry
snitt , sectional
forekomme , occur
strøm , Power
montere , mount
baby , baby
turist , tourist
vant , won
nese , nose
velger , choose
samsvar , compliance
fjell , mountain
frokost , Breakfast
utsikt , view
erstatning , replacement
vinterstid , winter
fullføre , complete
humor , humor
rot , mess
bur , bur
hellig , holidays
klippe , cut
blomst , flower
realistisk , realistic
glimrende , brilliant
lovlig , legal
avsnitt , Section
styring , management
sprek , vigorous
småskole , primary school
kommersiell , commercial
bevare , preserve
offensiv , offensive
søker , search
bevissthet , awareness
rasisme , Racism
fatte , grasping
titt , Look
etablering , establishment
naken , nude
idet , since
rulle , roll
fan , fan
lekker , leaking
idrett , sports
henvise , referring
landskap , landscape
ræv , ass
regn , rain
temmelig , rather
kutt , cut
kne , knee
verdenskrig , World
primær , primary
forebygge , prevent
spå , predict
muttern , muttern
språkbruk , language
teoretisk , theoretical
kikke , browse
tilsyn , supervision
overordnet , overall
lekeplass , playground
fødsel , birth
landlig , rural
angi , set
sum , sum
kjempestor , monstrous
ivrig , eager
oppgang , increase
revolusjon , revolution
røyk , smoke
etterspørsel , demand
internett , internet
front , front
fjorår , last year
forhåpentligvis , hopefully
gevinst , gain
sal , sal
grend , hamlet
vitenskap , Science
drama , drama
frisør , hairdressing
overalt , everywhere
struktur , Structure
foretak , enterprises
super , super
svineinfluensa , swine flu
tunge , heavy
administrativ , administrative
avslutning , end
skummel , creepy
helvete , Hell
garanti , Guarantee
kinesisk , Chinese
eventyr , adventure
bygård , apartment building
forsikring , Insurance
utvalgt , selected
loggføre , log
begrunne , justify
betingelse , condition
kjendis , Celebrity
administrere , manage
motivasjon , Motivation
inspirasjon , inspiration
vaskemaskin , Washer
tippe , tip
friste , tempt
formiddag , morning
areal , area
påske , Easter
forkant , advance
setning , sentence
gjenstand , subject
slalåm , Slalom
arrestere , arrest
skøytebane , ice rink
vedlikehold , maintenance
innta , adopt
særdeles , particularly
angående , regarding
seigmann , jellyman
havne , port
ytringsfrihet , freedom of speech
musiker , musician
røre , stir
overraskelse , Surprise
måling , measurement
fryktelig , horrible
tull , Jokes
fiende , Enemy
løype , trail
fantasi , fantasy
definisjon , Definition
konkurs , Bankruptcy
jf. , ref.
forbedring , improvement
kjøper , purchase
konsept , concept
bredde , width
skulder , shoulder
styreleder , Chairman
kjøretime , drive time
smil , smile
cirka , about
slenge , Fling
indianer , Indian
slappe , relax
underholdning , Entertainment
team , team
grønnsak , vegetable
renne , drain
sofa , sofa
skygge , shadow
muntlig , oral
samboer , partner
hovedstad , capital
adgang , access
kvalifisere , qualify
enighet , consensus
gradvis , gradually
klem , hug
elektriker , electrician
godkjenning , approval
åndelig , Spiritual
brød , bread
mønster , pattern
Brasil , Brazil
premie , premium
utstyre , equip
landslag , national
planet , Planet
utgang , output
barnevennlig , Child friendly
istedenfor , instead of
regning , bill
fordeling , distribution
preg , touch
markert , marked
kriminell , criminal
verdifull , valuable
skjære , cut
dritt , shit
gjemme , hide
ettertid , hindsight
brutal , brutal
investor , investor
skrift , font
beskyttelse , protection
tomannsbolig , semi-detached
sint , angry
talent , talent
komplisere , complicate
tilbringe , spend
koke , cooking
minimum , minimum
borgerlig , bourgeois
begrensning , restriction
elendig , wretched
tilføre , add
uklar , unclear
annonse , Ad
intens , intense
likestilling , Equality
putte , putting
forårsake , cause
generalsekretær , Secretary-General
grå , gray
israelsk , Israeli
komplett , complete
ytelse , Performance
markedsføring , Marketing
mus , mouse
matematikk , Mathematics
klinisk , Clinical
yrke , profession
bivirkning , side effect
eks. , ex.
usaklig , unfair
massiv , massive
vedlegg , attachments
semester , semester
lærerinne , teacher
dekning , coverage
rykk , Jerk
variasjon , variation
trang , urge
spesifikk , specific
ferdighet , skill
visjon , vision
mistenke , suspicious
landsmøte , congress
mental , mental
derfra , thence
trapp , staircase
logge , login
respons , response
skrike , scream
underskudd , deficit
lukte , smell
kristendom , Christianity
bildekvalitet , image quality
plage , nuisance
respektere , respect
permanent , permanent
flate , flat
blogge , blogging
orientere , orient
drabantby , suburb
sammenligning , comparison
miljøvennlig , environmentally friendly
oppdatere , update
benk , bench
stimulere , stimulate
arkiv , archive
basis , basis
bod , storage
angst , Anxiety
forhandle , negotiate
utgivelse , release
premiere , premiere
apropos , apropos
vits , joke
musikalsk , musical
mil , mil
vikar , Vicar
skjema , form
forstand , sense
vaskerom , laundry
terreng , terrain
innslag , performances
inngang , input
berømt , famous
avdekke , reveal
finansiell , financial
arkitekt , Architect
seile , sail
kyst , coastal
utredning , report
oppvarming , heating
tiår , Decade
tettsted , village
eksklusiv , exclusive
fravær , absence
skryte , boast
oversette , translate
tlf. , tel.
visstnok , apparently
sokk , sock
småtteri , trifles
hemmelighet , secret
trygghet , safety
fikse , fix
arbeidskraft , labor
skuter , ships
gjenstå , remain
utseende , appearance
slåss , fight
intervju , Interview
erfare , experienced
drøfte , discuss
reflektere , reflect
videreføre , continue
plusse , add another
mark , mark
angre , undo
album , album
parkering , parking
lyn , lyn
rådmann , Councilman
utsagn , Statement
høyst , maximum
detaljert , detailed
sett , Set
angå , about
utdrag , excerpt
relasjon , relationship
stol , chair
melke , milt
atmosfære , atmosphere
behagelig , comfortable
kollektiv , collective
regime , regime
infrastruktur , infrastructure
rettferdig , fair
nedsatt , impaired
kjole , dress
italiensk , Italian
forhindre , prevent
tilhenger , trailer
klovn , Clown
stiv , rigid
presis , exact
gunstig , beneficial
spore , Track
utmerke , excel
bistand , assistance
pågå , ongoing
betraktning , account
høyttaler , Speaker
rutine , routine
sannsynlighet , probability
distrikt , District
idrettslag , sports team
tilrettelegge , facilitate
tegning , Drawing
fotografere , photograph
kår , conditions
server , server
ski , ski
besvare , answer
pust , Breath
bøye , bending
pålegge , impose
manuell , Manual
lønne , Pay
tusenvis , thousands
samspill , interaction
eksemplar , copy
skuffe , bucket
treg , slow
samvittighet , conscience
doktor , Doctor
sosialistisk , socialist
hylle , rack
styrtet , crashed
løgn , lie
lyde , read
fabrikk , factory
diagnose , diagnosis
Amerika , America
ambisjon , ambition
ankomme , arrive
utforme , design
materiell , Materials
lette , light
påvise , detect
radikal , radical
iverksette , implement
jakte , hunt
glimt , Glimpse
univers , univers
refleksjon , reflection
utested , nightspot
eksempelvis , example
reduksjon , reduction
tungvinn , cumbersome
liberal , liberal
apotek , drugstore
kjennskap , knowledge
moderat , moderate
foruten , besides
retur , Returns
sorg , sorrow
fleksibel , flexible
oppsett , Setup
intervjue , interviewing
stadion , stadium
kontinuerlig , continuous
sta , sta
filosofi , Philosophy
humør , mood
snekker , carpenter
arv , heritage
kysse , kiss
flyktning , refugee
forebyggende , prevention
tørke , drought
database , database
overføring , transfer
hjemmebane , home
bekymring , concern
ubehagelig , uncomfortable
droppe , drop
hilse , greet
klimaendring , Climate Change
landsby , village
bygd , built
pugge , Cram
prestasjon , achievement
fisker , Fisherman
sår , wound
rettssak , trial
red. , ed.
uskyldig , innocent
travel , busy
puste , breathing
optimal , optimal
opposisjon , opposition
moskva , Moscow
vedrørende , regarding
moped , moped
skadelig , harmful
dimensjon , dimension
fremgå , stated
avkastning , returns
magasin , magazine
erfaren , experienced
haug , heap
sekk , sack
svinge , swing
glipp , miss
nøkkel , key
hvorav , which
sete , seat
overflate , surface
antyde , imply
nestleder , Deputy
håpløs , hopeless
kokk , cook
utvilsom , indubitable
oppstart , Startup
terror , terror
latterlig , ridiculous
kjeft , shut up
kos , kos
varig , term
gjennomsnitt , average
fritid , Recreation
standpunkt , stance
skjebne , fate
samisk , Sami
sammensatt , composed
glatt , smooth
kreft , cancer
hysj , hush
irriterende , annoying
heie , cheer
tiltalt , prosecuted
harry , harry
vanvittig , insane
grunnskole , primary
grusom , cruel
oppi , Oppi
grine , cry
kasse , Checkout
grann , bit
hjemmelaget , homemade
funn , findings
støte , encounter
sosialisme , Socialism
hastighet , speed
hall , hall
kaos , chaos
fortau , pavement
maksimal , maximum
folkehøyskole , Folk High School
rosa , pink
klatre , climb
alminnelig , general
kjerne , core
suge , suck
soverom , Bedroom
bakover , back
erte , ball
smelle , repay
konstant , constant
målsetting , objective
sosialist , Socialist
forpliktelse , commitment
palestiner , Palestinian
stram , tight
bondegård , Farm
yte , provide
bærekraftig , sustainable
bacon , bacon
kost , cost
tilknytte , associate
utelukkende , exclusively
særskilt , special
konservativ , conservative
park , park
identifisere , identify
ønskelig , desirable
innebygget , built
gress , grass
utbre , spreading
ungdomstid , youth
inntak , intake
spark , kicks
sykepleier , nurse
treroms , three-room
kaptein , Captain
hat , hat
instrument , instrument
kjeller , basement
sjåfør , driver
notat , note
offentliggjøre , publish
ungdomsskole , middle school
stikkball , hitch ball
problematisk , problematic
fremstille , fabricated
tragisk , tragic
prat , chat
kommunisere , communicate
kapitalisme , capitalism
innkjøp , Purchase
medlemskap , Membership
snowboard , snowboarding
fornuft , sense
skolevei , route to school
personale , staff
trådløs , Wireless
bokstav , letter
tverrfaglig , interdisciplinary
nakke , neck
protest , protest
revy , revue
våge , venture
ramle , fall
heftig , vehement
analysere , analyze
skylde , blame
teknologisk , technological
piano , piano
stakkars , poor
middels , medium
forsikre , ensure
visuell , visual
mystisk , mysterious
erklære , declare
støv , dust
mestepart , most part
utdanne , educate
frakoble , disconnect
redaksjon , Editorial
beskjeden , modest
meieri , dairy
sinn , Mind
tykk , thick
nominere , nominate
graviditet , Pregnancy
betaling , payment
ulv , wolf
kriminalitet , Crime
utvidelse , expansion
utenriksminister , Secretary of State
kuldegrad , colder
referanse , reference
omhandle , deal
myte , Myth
blind , blind
lunsj , lunch
trett , tired
kontrast , contrast
institutt , Institute
karamell , caramel
kjøring , driving
bærbar , Notebook
jødisk , Jewish
juleferie , Christmas Holiday
skap , cabinets
tolv , twelve
etterkant , Following
klok , wise
realisere , realize
unntatt , except
forbanna , pissed off
forkorte , shorten
heis , elevator
rute , route
kronikk , chronicle
kunstnerisk , artistic
rør , tubes
advarsel , warning
halvår , half
potet , Potato
gårdsdrift , Farming
analytiker , Analyst
gardsbruk , farms
sky , cloud
flau , embarrassed
kjemisk , chemical
frosk , frog
reform , reform
utøve , Exercise
førskole , Preschool
kniv , knife
femte , fifth
pressekonferanse , press conference
uro , unrest
logisk , logical
flytende , floating
røyke , smoking
bekjempe , fight
dyrke , grow
flykte , escape
bortskjemt , spoiled
bom , barrier
konstruktiv , constructive
helhetlig , comprehensive
intervjuer , Interviews
bekk , stream
enstemmig , unanimously
barnevogn , stroller
storm , storm
sårbar , vulnerable
pensjon , pension
baksnakke , slander
forelske , fall in love
avhenge , depend
moral , moral
disk , disk
intensjon , intention
kronisk , chronic
stang , pole
palestinsk , Palestinian
mørke , dark
atferd , behavior
svakhet , weakness
tygge , chew
mappe , Folder
allmenn , Public
tran , trans-
latter , laughter
tvilsom , questionable
lapp , Patch
utrede , investigate
toer , Deuce
mur , Wall
tjern , pond
observasjon , observation
påfølgende , subsequent
symbol , symbol
lansering , launch
e-postadresse , e-mail
isolere , isolate
storskole , high school
makte , cope
dekk , deck
desperat , desperate
prosjektleder , Project
riste , shake
utskrift , Print
uendelig , infinite
lønnsom , profitable
europa , Europe
overskrift , Headline
skitur , skiing
arabisk , Arab
kryss , junction
oppsøke , seek
desto , the
neve , neve
domstol , court
velkjent , known
vandre , Walking
kopiere , copy
oppslag , lookup
mistanke , suspected
illustrere , illustrate
stikkord , Keywords
personlighet , personality
venstreside , Leftist
lår , thigh
passelig , customizable
pose , bag
tolkning , interpretation
hjemland , homeland
begå , commit
tingrett , District Court
peiling , bearing
høring , consultation
bydel , District
overlate , leave
skjul , Hide
hjelpemiddel , aid
premiss , premise
måke , seagull
mannlig , male
maleri , painting
lysløype , lighted
revisjon , audit
passende , appropriate
magisk , magic
vakt , guard
useriøs , Junk
balansere , balance
lager , stock
bensin , gasoline
iallfall , at least
kvinnfolk , woman
beslutte , decide
kullsyre , carbonated
overtid , overtime
aggressiv , aggressive
krabbe , crab
presisere , emphasize
trivelig , pleasant
fastslå , determine
jevnlig , regularly
avklare , clarify
redskap , tool
klin , klin
langsom , slow
kjøpesenter , Mall
vern , protection
bedring , improvement
etikk , Ethics
jukse , cheat
vesen , Being
mobbing , Bullying
jakke , jacket
tilværelse , existence
søvn , sleep
hen , hen
krysse , cross
arbeidsmarked , labor
liknende , similar
langvarig , prolonged
dominere , dominate
høstferie , autumn holiday
pub , pub
hockey , hockey
mør , tender
innovasjon , innovation
nr. , no.
opera , opera
omvendt , reverse
øve , practice
prioritering , priority
halvdel , half
nysgjerrig , curious
strek , line
sprang , leap
arkitektur , architecture
forbli , remain
minus , minus
stikk , prick
utspill , initiatives
katastrofe , disaster
profet , Prophet
fatter , fatter
tilnærme , approach
kunstig , artificial
rekruttering , recruitment
ener , thousands
forplikte , commit
barndom , childhood
jammen , boy
tenne , Kindle
meningsløs , pointless
indisk , Indian
genial , genial
utløse , trigger
danske , Danish
bar , Bar
arbeidstid , working
spesialist , Specialist
mellomrom , space
anke , Appeals
juble , cheer
skjønn , discretion
geografisk , geographic
benke , the bench
hyppig , frequent
betegne , denote
finansminister , Minister of Finance
begrave , bury
banning , profanity
regelmessig , regularly
rykke , advance
takt , rate
fredelig , peaceful
nervøs , nervous
romantisk , Romantic
vinkel , angle
lovende , promising
vanke , wanderers
kors , Cross
smule , bit
gitar , Guitar
avvikle , wind up
frispark , Foul
port , port
titte , browse
underlig , strange
midtbane , midfielder
finsk , Finnish
håndtering , handling
toroms , two-room
tortur , torture
arrangør , organizer
tisse , pee
sjokk , shock
leppe , lip
flyte , float
prinsipiell , Principled
avgang , departure
bekostning , expense
studiepoeng , credits
livsstil , Lifestyle
spinne , spin
rote , rote
infeksjon , infection
snømann , Snowman
unnskyldning , excuse
kompis , mate
etterforskning , investigation
dynamisk , dynamic
anslå , estimate
utslag , impact
flue , Fly
tenkning , thinking
skiføre , skiing conditions
hensiktsmessig , appropriate
volum , volume
skål , bowl
skinne , shine
streik , strike
nybegynner , newbie
bosette , settle
pusse , brush
tropp , troop
sprekke , crack
idiot , idiot
belastning , load
pytt , slop
omkomme , perish
bursdag , Birthday
sand , sand
plen , lawn
overkant , excess
beboer , resident
manus , screenplay
pil , arrow
orgasme , orgasm
oppsummering , summary
jævlig , fucking
orientering , orientation
indirekte , indirect
oppkjøring , ramp
tippeliga , Soccer
fengsle , captivate
anklage , accusation
kopp , cup
overse , ignore
handlingsplan , action
pårørende , relatives
tastatur , keyboard
menneskehet , Humanity
mure , mortar
helsevesen , healthcare
fremheve , highlight
komedie , comedy
innlede , initiate
kamerat , mate
avholdt , held
bønn , Prayer
tøft , tough
tysker , German
hvile , rest
fornye , renew
fornybar , renewable
estetisk , aesthetic
innover , inward
deriblant , including
imellom , among
plattform , Platform
nyhetsbrev , Newsletter
forsvarlig , proper
speil , mirror
kjellerstue , kjellerstue
hi , hi
halvannen , half
kjele , boiler
målgruppe , Audience
innside , inside
arbeidsledighet , unemployment
grave , Dig
løpende , ongoing
jævel , motherfucker
prestere , perform
optisk , optical
liga , League
register , Register
sjokolade , Chocolate
påvirkning , influence
skam , Shame
sjokkere , shock
nedtur , downturn
dominerende , dominant
slank , slim
forlange , demand
hes , hoarse
fett , fat
gårsdag , yesterday
grøt , porridge
tåre , tear
gode , great
gjete , herd
utfordrende , challenging
vinge , wing
kast , throw
protein , protein
telt , tent
vell , wealth
svangerskap , pregnancy
henvende , contact
mote , fashion
svenske , Swedish
forvirre , confuse
universell , universal
etterlyse , by light
arsenal , arsenal
oppholde , stay
høyesterett , Supreme Court
tilskuer , spectator
urettferdig , unfair
formidling , dissemination
danseskole , dance school
psykologisk , psychological
psykolog , Psychologist
ideell , ideal
serierunde , matchday
regulering , regulation
forurensning , pollution
bedehus , House of Worship
narkotika , drugs
barnevakt , Babysitter
pensum , curriculum
konsentrasjon , concentration
harddisk , Hard Drive
forståelig , understandable
årstall , year
fryse , freeze
korrupsjon , corruption
personangrep , personal attacks
hai , hai
afrika , africa
show , show
omsette , translate
nettleser , Browser
lyve , lying
friluftsliv , Outdoors
rasjonell , rational
kvadratmeter , square feet
generalforsamling , general
utallig , innumerable
velferd , Welfare
brygge , pier
vaktmester , caretaker
beregning , calculation
utedo , outhouse
steg , Steps
underetasje , basement
leir , camp
lande , land
anvende , apply
kostbar , costly
akademisk , academic
gjengi , render
hakk , notch
argumentasjon , argumentation
krangle , argue
treff , results
utøver , practitioner
oppdretter , breeder
tømme , empty
appell , appeal
kabel , cable
bombe , bomb
passasjer , passenger
bølge , wave
sult , hunger
sommerferie , Summer
dokumentar , documentary
oppførsel , behavior
stortingsvalg , parliamentary elections
referat , Minutes
smøre , lubrication
pågående , ongoing
småting , little things
kommisjon , commission
småbruk , smallholdings
oppslutning , participation
oppå , top
slalåmbakke , ski slope
skråning , slope
sti , path
uønsket , unwanted
overvåking , monitoring
slitsom , tiresome
kake , cake
brukbar , useable
matvare , food
sag , Saw
ideologisk , ideological
strategisk , strategic
boligmarked , housing market
rundkjøring , roundabout
lyse , bright
annonsere , advertise
inflasjon , inflation
separat , separately
skyve , sliding
hinder , obstacle
skyldig , guilty
onkel , Uncle
verdig , worthy
halvtime , half-hour
offentlighet , Freedom of Information
astma , asthma
fredspris , Prize
akutt , acute
frustrere , frustrate
østre , eastern
betegnelse , designation
forelesning , lecture
forestille , Imagine
ektemann , husband
verksted , workshop
anerkjenne , recognize
smal , narrow
uventet , unexpected
bevilge , allocate
motsette , oppose
teppe , carpet
aksjonær , shareholder
moden , mature
begrenset , limited
jeger , hunter
ild , fire
blev , grew
grunnlov , Constitution
smør , butter
underholdende , entertaining
innsyn , transparency
tankegang , thinking
utfall , outcomes
beskylde , accuse
innblikk , insight
frakte , transport
sjanger , Genre
lærerskole , Teacher Training College
tilnærming , approach
duell , Duel
dagsorden , agenda
kor , Choir
gledelig , pleasing
klemme , terminal
referere , reference
sinne , anger
installasjon , installation
fotballspiller , Footballer
stillhet , silence
islamsk , Islamic
ethvert , every
opphav , author
karneval , carnival
følgelig , consequently
dempe , curb
demonstrere , demonstrate
identisk , identical
kritiker , critic
kommunestyre , municipal
gigantisk , giant
skitten , dirty
hyttetur , cabin trip
lagring , storage
akseptabel , acceptable
vie , vie
intellektuell , intellectual
hoppbakke , Jump
bind , bind
ris , rice
styremedlem , Director
spredning , proliferation
intelligent , intelligent
innledning , introduction
gjengjeld , return
service , service
hauk , hawk
herfra , from here
seer , viewing
manager , manager
hoff , court
dybde , depth
ånd , spirit
grind , grind
naiv , naive
rehabilitering , rehabilitation
grille , grille
utelukke , exclude
toalett , toilet
fritidsklubb , leisure
arbeidsmiljø , Working
plast , plastic
fridag , day off
bråk , noise
fotballag , football team
klassiker , classic
kafé , cafe
nøytral , neutral
instruktør , Instructor
fotografi , Photography
usynlig , invisible
hodepine , headache
avgi , submit
femtende , fifteenth
os , os
oversettelse , translation
lisens , License
farte , gad
anmelder , Traveller
tilsette , adding
bad , bathroom
tomt , empty
hundrevis , hundreds
linke , linking
agenda , agenda
espresso , espresso
påføre , apply
drue , grape
fylkesmann , County Governor
hopp , Jump
adferd , behavior
skuespill , plays
debut , debut
nord , north
feber , fever
rasistisk , racist
feiring , celebration
erkjenne , acknowledge
megler , broker
brødskive , slice of bread
digge , digge
brannmann , firefighter
fyll , fill
dusj , shower
bortenfor , beyond
klipp , Clips
rettferdighet , justice
tilrettelegging , facilitation
filosofisk , philosophical
bergenser , Bergen
låte , sound
terningkast , dice
barndomshjem , childhood home
snike , Sneak
lovverk , legislation
tjue , twenty
underlegge , submit
ufattelig , inconceivable
kjøleskap , refrigerator
fagområde , field
lade , charge
jordbruk , agriculture
ah , ah
illustrasjon , illustration
pizza , pizza
volleyball , volleyball
litterær , literary
meg , me
skoleår , school year
voldelig , violent
prosentpoeng , percentage points
kjør , Run
fond , Fund
vestover , westward
overvekt , obesity
formue , Wealth
varsel , notice
fangst , Catch
alliert , ally
vane , Habit
kul , lump
spørres , queried
gris , pig
image , image
innpå , catching up
ungkar , bachelor
medlemsland , member countries
borti , down
funksjonshemmet , disabled
passord , password
klasserom , classroom
forsinke , delay
trener , coach
demonstrasjon , demonstration
økt , increased
trehus , wooden
skjerpe , sharpen
levering , delivery
oppsiktsvekkende , sensational
slipp , release
praktisere , practice
tømmer , timber
dåp , baptism
filme , filming
teater , theater
studieår , year
åpenhet , transparency
noenlunde , less
elleve , eleven
selvtillit , confidence
tatovering , tattoo
rekkefølge , Order
samtykke , consent
uavgjort , draw
sykkelsti , Bike Path
bomme , miss
blogginnlegg , Blog Posts
svigerdatter , daughter in law
ap , ap
gresk , Greek
storby , city
celle , cell
pensjonist , retirement
tilsende , Inflow
undervise , teaching
pop , pop
springe , run
troverdig , credible
megapiksel , Megapixel
søsken , siblings
rede , account
skandale , scandal
master , master
snøballkrig , snowball fight
nød , distress
snever , narrow
snål , needle
stiftelse , Foundation
jernbane , train
slang , slang
søkelys , spotlight
arbeidsgruppe , Working
skravle , gab
mesterskap , Championships
skive , disc
skjorte , shirt
etterfølge , follow
skiløype , ski trail
sammensetning , composition
ensom , lonely
omsider , finally
boligpris , house prices
business , business
lagmannsrett , Appeal
inngrep , intervention
sjarmere , charm
mannskap , crew
innlogget , Online
rulleskøyte , skate
innhente , obtain
rotte , rat
angivelig , allegedly
lommebok , purse
opplagt , obvious
riksvei , highway
diskriminering , discrimination
forlenge , extend
restaurere , restore
samarbeidspartner , partner
pynte , garnish
veileder , supervisor
språklig , language
farvel , goodbye
lokke , lure
verne , cherish
isteden , Instead
konstatere , note
korn , grain
overside , Right side
lomme , pocket
fristende , tempting
overnatte , stay
aksjemarked , stock market
atter , overnight
kongelig , Royal
utside , outside
lukt , odor
oppigjennom , Up in the
allianse , Alliance
syvende , seventh
optimistisk , optimistic
varierende , varying
konsernsjef , CEO
gjennomgående , air
misbruk , Abuse
dr. , dr.
diesel , diesel
krok , hook
hektisk , hectic
motorvei , freeway
offshore , offshore
krets , circuit
tilgjengelighet , availability
drite , shitting
melkeku , dairy cattle
stifte , Staple
respektiv , respective
summe , dial
tråkke , step
strømme , flow
anvendelse , application
postboks , mailbox
pund , pound
ljå , scythe
opprinnelse , origin
ost , cheese
prins , Prince
opprør , rebellion
frata , deprive
absurd , absurd
fæl , ugly
oppgradere , upgrade
bade , swimming
toppe , tops
mellomtid , split
kull , coal
sammenhengende , continuous
blodig , bloody
krem , cream
kontant , cash
ritt , rides
utdelte , dividends
fysikk , Physics
sykehjem , nursing home
passiv , passive
matt , matt
bredbånd , Broadband
innfri , meet
kjempekoselig , really nice
kompleks , complex
kjempegrei , fight fair
flaks , luck
aspekt , aspect
gjette , Guess
personell , personnel
skjønt , though
sovne , fall asleep
turnering , Tournament
flokk , herd
derved , thereby
semifinale , Semifinal
jålete , vain
genetisk , genetic
ishockey , Hockey
dressur , dressage
stolpe , post
videreutvikle , develop
disposisjon , outline
monitor , monitor
bestefar , Grandpa
general , General
kap. , Sec.
skala , scale
lokalsamfunn , communities
omstridt , disputed
distribusjon , distribution
borger , Civil
make , makeover
hette , hood
depresjon , Depression
herlighet , glory
vassdrag , waterways
provosere , provoke
konsesjon , concession
mottaker , Receiver
oppgradering , Upgrade
represalie , reprisal
løper , runs
grisehus , piggery
ty , ty
gjemsel , hide and seek
shopping , shopping
kontra , vs.
dødelig , Deadly
international , international
opprettelse , Creation
pepper , pepper
okkupasjon , occupation
stelle , stelle
friår , year off
ordre , order
revolusjonær , revolutionary
forbilde , model
fôr , feed
fjord , fjord
innendørs , indoor
supporter , supporter
veie , weigh
forkjølet , cold
bruker , user
oppvekst , Adolescence
fløte , cream
trailer , trailer
akademiker , Academician
bestilling , order
finte , Feint
smelte , melt
arbeidstilsyn , Labour
ørret , trout
revidere , revise
stramme , tighten
tante , Aunt
innstille , set
abonnement , Subscription
slikke , lick
pågripe , arrest
hurtig , Quick
røpe , reveal
uregistrert , unregistered
helsepersonell , healthcare
herregud , omg
dokk , Dock
utkast , draft
defensiv , defensive
spekulasjon , speculation
byggefelt , construction field
henvisning , reference
jury , jury
tillitsvalgt , representative
budeie , milkmaid
bukse , pants
jepp , yep
innimellom , occasionally
brøyte , snow
plagsom , troublesome
bridge , bridge
ståsted , standpoint
selvfølge , granted
brakke , barracks
redd , afraid
bråke , brawl
anmelde , reviewing
børse , gun
hjertelig , hearty
bondeland , farmland
seksualitet , sexuality
krype , creep
gjennomslag , impact
varsling , Alert
konsekvent , consistent
beite , grazing
mekanisk , mechanical
begeistre , excite
gyldig , valid
balltre , bat
konsulent , Consultant
betraktelig , significantly
porsjon , portion
enkeltperson , individual
funksjonalitet , functionality
allé , avenue
urolig , upset
sport , Sports
utendørs , outdoor
samhandling , interaction
anerkjent , recognized
venteliste , waiting list
komité , Committee
høyreside , right-wing
drøye , stalling
ideal , ideal
helsetjeneste , Health Services
nordmann , Norwegian
vedde , bet
underliggende , underlying
varmekabel , Heating
døpe , renaming
due , due
kalori , calorie
utenat , heart
eple , apple
usunn , unhealthy
undulat , parakeet
gjensidig , mutual
tyggegummi , gum
logikk , logic
ingrediens , ingredient
skaper , creates
tusle , wander
tun , yard
pakistansk , Pakistani
kreativitet , creativity
resterende , remaining
bakside , backing
objekt , object
skjær , cutting
odds , odds
gudstjeneste , worship
kortsiktig , current
voldtekt , rape
fusjon , fusion
sportslig , athletic
storefri , lunch break
lønning , payday
